"source","image_relpath","filename","emotion_label","emotion_name"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/24852.png","24852.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/44633.png","44633.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/34484.png","34484.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40295.png","40295.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/41552.png","41552.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/35869.png","35869.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/31982.png","31982.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/23205.png","23205.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/33713.png","33713.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/28550.png","28550.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/28766.png","28766.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/42777.png","42777.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/59163.png","59163.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/43883.png","43883.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/08399.png","08399.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/54074.png","54074.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/46835.png","46835.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/10486.png","10486.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/47553.png","47553.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/33240.png","33240.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/54142.png","54142.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/29849.png","29849.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/12772.png","12772.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/09220.png","09220.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/54954.png","54954.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/60890.png","60890.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/36194.png","36194.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/41856.png","41856.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02382.png","02382.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/64835.png","64835.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/53608.png","53608.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/51200.png","51200.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/27969.png","27969.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/07472.png","07472.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/49545.png","49545.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/64723.png","64723.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/06027.png","06027.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/06812.png","06812.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/48201.png","48201.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/43841.png","43841.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/47421.png","47421.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/68860.png","68860.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/48942.png","48942.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/66574.png","66574.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/36864.png","36864.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/55291.png","55291.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04518.png","04518.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/59081.png","59081.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02211.png","02211.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/16253.png","16253.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/19679.png","19679.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/04605.png","04605.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/11610.png","11610.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/23024.png","23024.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/49642.png","49642.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/34894.png","34894.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/00439.png","00439.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/07378.png","07378.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/34444.png","34444.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/54030.png","54030.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/44534.png","44534.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/57947.png","57947.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/15968.png","15968.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/53983.png","53983.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/57042.png","57042.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/06770.png","06770.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/69259.png","69259.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/12415.png","12415.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/50776.png","50776.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/68215.png","68215.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/07073.png","07073.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/53790.png","53790.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/54282.png","54282.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/30464.png","30464.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/60812.png","60812.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/69884.png","69884.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/08604.png","08604.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/59442.png","59442.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/65556.png","65556.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/22062.png","22062.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/42686.png","42686.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/32297.png","32297.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/45816.png","45816.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/27089.png","27089.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/18885.png","18885.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/43796.png","43796.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/65077.png","65077.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/08413.png","08413.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/55878.png","55878.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/62668.png","62668.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/36603.png","36603.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/62130.png","62130.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/64385.png","64385.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/07537.png","07537.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/37313.png","37313.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/25058.png","25058.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/48125.png","48125.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/69212.png","69212.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/29952.png","29952.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/20164.png","20164.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/30554.png","30554.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/25254.png","25254.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/24237.png","24237.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/53185.png","53185.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/22901.png","22901.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40612.png","40612.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/30510.png","30510.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/68697.png","68697.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/04851.png","04851.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/38702.png","38702.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/01862.png","01862.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/62905.png","62905.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/53742.png","53742.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/12247.png","12247.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/32399.png","32399.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/54965.png","54965.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/67220.png","67220.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/11397.png","11397.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/68297.png","68297.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02744.png","02744.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/28033.png","28033.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/39107.png","39107.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04561.png","04561.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/07602.png","07602.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/02214.png","02214.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/06517.png","06517.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04580.png","04580.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/58860.png","58860.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/03079.png","03079.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/28015.png","28015.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/57482.png","57482.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/40035.png","40035.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/21224.png","21224.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/06401.png","06401.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/10594.png","10594.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/20014.png","20014.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/10497.png","10497.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/51072.png","51072.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/27906.png","27906.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/64227.png","64227.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/05185.png","05185.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/65923.png","65923.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/43843.png","43843.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/62566.png","62566.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/50395.png","50395.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/55727.png","55727.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/66725.png","66725.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/68973.png","68973.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/39008.png","39008.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/69117.png","69117.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/68285.png","68285.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/37665.png","37665.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/57202.png","57202.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/14216.png","14216.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/41386.png","41386.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/68766.png","68766.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/20255.png","20255.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/58889.png","58889.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/16196.png","16196.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/38154.png","38154.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/24911.png","24911.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/60669.png","60669.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/25896.png","25896.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/63329.png","63329.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/13828.png","13828.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/55536.png","55536.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02860.png","02860.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/38635.png","38635.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/6/23027.png","23027.png","6","Sadness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/50132.png","50132.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02242.png","02242.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/56446.png","56446.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/43825.png","43825.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/37386.png","37386.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/67042.png","67042.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/07027.png","07027.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/32936.png","32936.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/44865.png","44865.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/23861.png","23861.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/59080.png","59080.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/05285.png","05285.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/44977.png","44977.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/11824.png","11824.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/56489.png","56489.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/66166.png","66166.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/13518.png","13518.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/22057.png","22057.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/28223.png","28223.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/51994.png","51994.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/35564.png","35564.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/54903.png","54903.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40809.png","40809.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/46460.png","46460.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/63125.png","63125.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/24347.png","24347.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/59498.png","59498.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/69803.png","69803.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/51073.png","51073.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/37986.png","37986.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/33932.png","33932.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/06058.png","06058.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/29958.png","29958.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/23449.png","23449.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/39725.png","39725.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/08501.png","08501.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/20905.png","20905.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/04191.png","04191.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/38374.png","38374.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/44652.png","44652.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/13846.png","13846.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/12194.png","12194.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/06956.png","06956.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/01378.png","01378.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/25925.png","25925.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/69078.png","69078.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/60550.png","60550.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/04856.png","04856.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/47008.png","47008.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/48944.png","48944.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/08693.png","08693.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/67647.png","67647.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/39116.png","39116.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/56714.png","56714.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/30697.png","30697.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/00693.png","00693.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/39723.png","39723.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/02768.png","02768.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/36649.png","36649.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/6/06315.png","06315.png","6","Sadness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/32999.png","32999.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/55706.png","55706.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/55525.png","55525.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/52587.png","52587.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/64967.png","64967.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/20134.png","20134.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/13754.png","13754.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40655.png","40655.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/60944.png","60944.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/62254.png","62254.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/62912.png","62912.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/12926.png","12926.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/53690.png","53690.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/42942.png","42942.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/29161.png","29161.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/39403.png","39403.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/12426.png","12426.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/17022.png","17022.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/37691.png","37691.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/43868.png","43868.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/01014.png","01014.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/04738.png","04738.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/25263.png","25263.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/40128.png","40128.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/11124.png","11124.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/23565.png","23565.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/27643.png","27643.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/08926.png","08926.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/20413.png","20413.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/43865.png","43865.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/15210.png","15210.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/17765.png","17765.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/43791.png","43791.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/55371.png","55371.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/18525.png","18525.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/61521.png","61521.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/34188.png","34188.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/24253.png","24253.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/54474.png","54474.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/30622.png","30622.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/20257.png","20257.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/59218.png","59218.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/19625.png","19625.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/38754.png","38754.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/09391.png","09391.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/50118.png","50118.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/53331.png","53331.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/12315.png","12315.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/01671.png","01671.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/53892.png","53892.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/62955.png","62955.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/16299.png","16299.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/21592.png","21592.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/19128.png","19128.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/23046.png","23046.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/20386.png","20386.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/20150.png","20150.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/34120.png","34120.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/48131.png","48131.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/15299.png","15299.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/02648.png","02648.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/19893.png","19893.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/46323.png","46323.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/13554.png","13554.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/21936.png","21936.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/5/55170.png","55170.png","5","Neutral"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/41163.png","41163.png","4","Happiness"
"ffhq","Cleaned_FFHQ_Dataset_50/train/4/16590.png","16590.png","4","Happiness"
